Title,Company,Qualifications,Description,Location
Business Development Manager,ToolAsian Polysacks Pvt Ltd,B.Com,Lead Generation and Follow Up. Call / Visit Clients. Explain Product/services to Clients and Maintain a Good Working Relationship...,Ahmedabad
Executive / Sr. Executive - Recruitments,Adler Talent Solutions Pvt. Ltd.,Any Graduate,Executive - Recruitments Jobs in Adler Talent Solutions Pvt. Ltd. - Ahmedabad. Executive / Sr. Executive - RecruitmentsDescription : The in...,Ahmedabad
Relationship Manager,Sygnius Realty LLP,Any Post Graduate,We are Hiring!Looking for Industry Expert and sales professionals with an aggressive approach to grow with company growth.We are looking fo...,Ahmedabad
Billing Engineer,MKC Infrastructure Ltd,BE/B.Tech,Billing EngineerQualification: BE CivilExperience required: 3 to 8 YearsJob Location: Palitana (Gujarat)CTC: 2.50 to 4 LacJob Profile :&nbs...,Ahmedabad
International Voice Process,Techno Wise,Certificate Course (ITI),Key Skills :Outbound calls to companies in English speaking countries and perform lead pre- qualification and contact verification.Ability ...,Ahmedabad
Business Acquisition Executive,Client Company,Diploma,"We are Hiring Business Acquisition Executive for Ahmedabad Branch.
Job
Title: Business
Acquisition Executive Location &nbsp...",Ahmedabad
Node JS Intern,SoluLab Inc,BCA,Job Description Experience with React Native or ReactJSFamiliarity with the Flux Design Pattern or one of the libraries it inspired (i...,Ahmedabad
Web Designer,Zantech Solution,B.Com,"Locality: Income Tax, Ashram
Road, Ahmadabad 380009Role:- IT Software -
Web DesignerMin Salary:Rs. 10000Max Salary:Rs. 15000Min Experience&...",Ahmedabad
Business Acquisition Executive,Krazy Mantra HR solutions,Any Post Graduate,"Krazy Mantra is a group of Companies since 2008. We provide manpower solutions to all sector in India, Europe and the US. Our Branches...",Ahmedabad
Web Developer,App Ideas Infotech Pvt Ltd,Diploma,"Min.
Experience:- 0.6 to 1 YearJob
Location: A’bad (Nikol)Bond:-
1 YearSalary
:- 10k to 20k (Depends on Skills and experience)Education
Q...",Ahmedabad
ios developer,App Ideas Infotech Pvt Ltd,Diploma,"Dear
Candidate
Min.
Experience:- 1+ YearJob
Location: A’bad (Nikol)Bond:-
1 YearSalary
:- 15k to 30k (Depends on Skills and experience)E...",Ahmedabad
Executive-Recruitment,Adler Talent Solutions,Diploma,Be responsible for end-to-end recruitmentEnsuring delivery of assignments with quality candidates within set TAT.Interview line-ups fo...,Ahmedabad
Intern - Recruitment,Adler Talent Solutions,Diploma,Be responsible for end-to-end recruitmentEnsuring delivery of assignments with quality candidates within set TAT.Interview line-ups fo...,Ahmedabad
Presales Executive,HoduSoft Pvt. Ltd.,BCA,Ltd. - Ahmedabad. Job Title: Presales ExecutiveQualification: B.E.I.T/Computer/MCA & MBA-MarketingExperience: 0-2 years ...,Ahmedabad
PHP Developer,Indylogix Solutions,BCA,"A PHP developer is responsible for writing server-side web application logic. Php developers usually develop back end components, conn...",Ahmedabad
Business Development Executive,Sedulous,Diploma,"Hello,We are looking for 2 Business Development Executive. Desired Candidate should have the below skill setWork experience on Bidding...",Ahmedabad
Business Development Executive,Business outsourcing Company in bodakdev,Diploma,Job Description-A business development professional has three primary responsibilities:Identifying new sales leadsPitching products and/or ...,Ahmedabad
Business Development Executive,Isparrow HR Solutions,Diploma,Job Description-A business development professional has three primary responsibilities:Identifying new sales leadsPitching products and/or ...,Ahmedabad
Senior Ios Developer,Kaira Software Pvt Ltd,BCA,Job Title-Senior Ios DeveloperCompany Name-Kaira Software Pvt.LtdJob briefWe are looking for an iOS developer who possesses a passion for p...,Ahmedabad
PHP trainee,App-initial Technologies,Certificate Course (ITI),"We need Trainee Developer preferential knowledge with web technology ie PHP, HTML/CSS, JAVASCRIPT ETC. Highlight working with us:Only ...",Ahmedabad
Technical Support Engineer,Threeway group,Diploma,Job SummaryJob Title Technical Support Engineer - Network Security/Endpoint Securitywe have openings for network security engineers an...,Ahmedabad
Sales Manager-Affordable Housing Sales,Aditya Birla Management Corporation Pvt. Ltd.,Any Graduate,Ltd. - Ahmedabad. Sales Manager-Affordable Housing SalesOrganization: AB Housing Finance LimitedJob Description:To manage Telecalling Call ...,Ahmedabad
Tally - Data Entry Operator,Dev Information Technology Ltd,B.Com,Error free Data Entry.Well versed with basic accounting knowledge.Entering customer and account data from source documents within time limi...,Ahmedabad
PHP Developer,OMSGuru Solution Pvt Ltd.,BCA,"- Ahmedabad. PHP DeveloperMin. Experience: 2 YearsLocation: Ahmedabad, Gujarat, IndiaQualities:Clear thinker with the ability to ...",Ahmedabad
.net developer,JB Solutions,BCA,"net Developer Jobs in JB Solutions - Ahmedabad. We
are looking for an experienced and passionate .net Developer  to
join our IT te...",Ahmedabad
Territory Manager,Shell India Markets Private Limited,Any Post Graduate,"Territory ManagerAhmedabad, IndiaSkillpool group: Commercial and RetailUpdated: 09-Aug-2019Reference ID: 112814BRKey Accountabilities inclu...",Ahmedabad
Magento Developer,Aims Infosoft,BE/B.Tech,"Magento developers are in charge of developing, maintaining, and improving their clients’ eCommerce websites. Their responsibility i...",Ahmedabad
HR Recruiter,Up to mark,Diploma,Need candidates for online business promotionBasic computer knowledge with minimum qualification of 10th passWork 6-7 hours from officeEarn...,Ahmedabad
Office Assistant,Reviera Cosmeceuticals Pvt. Ltd.,B.Com,"Ltd. - Ahmedabad. Arrange to book staff Travel
Tickets and Hotel arrangement.Follow up with staff for monthly
reporting formats.Maintaining...",Ahmedabad
Tour Consultant/ Reservation Executive,AB Tours and Travel,B.Com,"Attend all telephonic / Email queries of customers for Hotel Booking, Tour Packages, and
Taxi services.Understand customers’
requirements...",Ahmedabad
Trainee Desktop Engineer,Kaizen IT Services Pvt Ltd,Diploma,"Position:  Trainee
Desktop Engineer. (selected Candidate will get chance to work under  the
guidance of Sr. Engineer & t...",Ahmedabad
PHP Developer,Archirayan Infotech,Diploma,"Job Description:- Have high proficiency in core PHP, MySQL, XML, HTML5 & CSSGood hands over OOP (object oriented programming),PHP...",Ahmedabad
Visa Counselor,Place1india HR Solutions,B.Arch,"Counselor Jobs Openings
in AhmedabadLeading education
and Visa Immigration Company looking for counselor in AhmedabadCurrent Jobs
Openings ...",Ahmedabad
Business Development Executive,Krazy Mantra HR Solutions Pvt.Ltd.,B.Com,Ltd. - Ahmedabad. We are Hiring BDM/BDE for MNC CompanyJob Title:Business Development ExecutiveLocation:AhmedabadExperience : FreshersSalary...,Ahmedabad
Salon Staff,Ganga Spa,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Salon Staff jobs....,Ahmedabad
Female Beautician,Getlook,BA,Register with Teamlease to apply online for similar kind of Female Beautician jobs....,Ahmedabad
Beautician,Maple Beauty Salon,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Beautician jobs....,Ahmedabad
Travel sales,Parul tours and travels,Diploma,Required females sales executive for international holiday packages with minimum 1 year of experience in the same field. Both male and...,Ahmedabad
SEO Executive,Addisinfotech,BE/B.Tech,Responsibilities: You would report to the project manager and also receives direction from our SEO Lead. - Creating and implement...,Ahmedabad
Relationship Manager Broking- Stock Market,TIGI HR Solution Pvt. Ltd.,B.Com,"Ltd. - Ahmedabad. Relationship Manager (Broking- Stock Market)Experience : 1 - 4 YearLocation : AhmedabadSalary : 30,000 (p/m)Qualification...",Ahmedabad
Business Development Executive,Appstech Solution,B.Com,Identifying new sales leadsOversee the sales process to attract new clientsMaintaining fruitful relationships with existing customersContac...,Ahmedabad
Equity Dealer -Stock Market,TIGI HR Solution Pvt. Ltd.,Any Graduate,"Ltd. - Ahmedabad. Equity Dealer -(Stock Market)Experience : 1 - 3 YearLocation : AhmedabadSalary : Rs. 30,000 (p/m)Qualification – Any Gr...",Ahmedabad
Back Office,SAHIBA ENTERPRISES,BA,Register with Teamlease to apply online for similar kind of Back Office jobs....,Ahmedabad
PHP Developer,Bytes Technolab,Any Post Graduate,PHP DeveloperHands on experience of developing complex web applicationsMust have good knowledge of Core PHP & AngularjsStrong experienc...,Ahmedabad
Nursing incharge,Panacea Healthcare Management,BSc,Register with Teamlease to apply online for similar kind of Nursing incharge jobs....,Ahmedabad
Staff Nurse,Panacea Healthcare Management,Diploma,Register with Teamlease to apply online for similar kind of Staff Nurse jobs....,Ahmedabad
Cashier,T & A HR SOLUTIONS,B.Com,Register with Teamlease to apply online for similar kind of Cashier jobs....,Ahmedabad
UI/UX Designer,Universal Software,Diploma,Deliver best-in-class HTML5/CSS3 front-end code acrossShould have knowledge in Bootstrap 4A broad array of interactive web and mobile proje...,Ahmedabad
Wordpress developer,Moon Technolabs Pvt Ltd,BE/B.Tech,SkillsComprehensive understanding of Wordpress Front-end & BackendCreating WordPress plugin with WordPress coding standards and ability...,Ahmedabad
Warehouse Executive,Trisha Consultancy Services,B.Com,Register with Teamlease to apply online for similar kind of Warehouse Executive jobs....,Ahmedabad
Back Office Assistant,MUVR Technology Pvt Ltd,B.Com,"Back end support which will include call description about our APP and description its working, Verification of document from admin panel a...",Ahmedabad
Senior Researcher,Techno Wise,LLM,"Call and conduct Market
Research Surveys for 8 hours in 9 hours of shift.Support Job to conduct Core Job
Find out the contacts:- find ou...",Ahmedabad
Staff Nurse Gynaec,Panacea Healthcare Management,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Staff Nurse Gynaec jobs....,Ahmedabad
Front Desk executive,Metro Telworks Pvt. Ltd,BA,Ltd. Register with Teamlease to apply online for similar kind of Front Desk executive jobs....,Ahmedabad
Sr. Executive - Finance,IiiEM Global Training Pvt Ltd,M.Com,Executive - Finance Jobs in IiiEM Global Training Pvt Ltd - Ahmedabad. We are looking for a candidate who can take care of finance-related ...,Ahmedabad
US IT Recruiter,Dash Technologies,Any Graduate,Candidates will be liable to do end to end recruitment.Must have excellent communication skill in English.Sourcing candidate from different...,Ahmedabad
MIS Executive,Goodday Technology,BCA,Register with Teamlease to apply online for similar kind of MIS Executive jobs....,Ahmedabad
Content Writer,Openxcell Technolabs Pvt. Ltd.,Diploma,Ltd.. Register with Teamlease to apply online for similar kind of Content Writer jobs....,Ahmedabad
Delivery Executive,Highlands Info Tech,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Delivery Executive jobs....,Ahmedabad
Back Office Assistant Female,Rajput Security and Investigaion Services Pvt. Ltd,10th Pass (SSC),5 to 2 years of experience via Rajput Security and Investigaion Services Pvt. Ltd. Register with Teamlease to apply online for similar kind ...,Ahmedabad
Export International Marketing,VIMCO CROP SCIENCE,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Export International Marketing jobs....,Ahmedabad
MIS Executive,Arman Financial Services,B.Com,Register with Teamlease to apply online for similar kind of MIS Executive jobs....,Ahmedabad
Coordinator,ADIT Group,BE/B.Tech,"Technical cum Business Coordination.Quotation PreparationInquiry and Payment FollowupClient Coordination, understand client requirement.Oth...",Ahmedabad
Content Writer,Ginis Digital,BA,Register with Teamlease to apply online for similar kind of Content Writer jobs....,Ahmedabad
Content Writer,MageComp,BA,Register with Teamlease to apply online for similar kind of Content Writer jobs....,Ahmedabad
Technical Content Writer,Abk Multiservices,BA,Register with Teamlease to apply online for similar kind of Technical Content Writer jobs....,Ahmedabad
Technical Content Writer,Nividous,BA,Register with Teamlease to apply online for similar kind of Technical Content Writer jobs....,Ahmedabad
Marketing Executive,Senor Metals Pvt. Ltd.,Any Graduate,Ltd. - Ahmedabad. Marketing ExecutiveEducation : Any Graduate. Preferable Diploma MechanicalExperience : At least 1 year in Selling of Weld...,Ahmedabad
Content Writer,ICE Gate Institute,BA,5 years of experience via ICE Gate Institute. Register with Teamlease to apply online for similar kind of Content Writer jobs....,Ahmedabad
PHP Laravel Developer,Kunsh Technologies,Any Graduate,"PHP Laravel DeveloperLocation : Ahmedabad, IndiaExperience : 2-3 years experienceResponsibilities :Full lifecycle Technical Recruitment for...",Ahmedabad
Cashier Retail Store,FFab Creattions Pvt Ltd,B.Com,Register with Teamlease to apply online for similar kind of Cashier Retail Store jobs....,Ahmedabad
Data Entry Operators,3Alpha Outsourcing Services,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Data Entry Operators jobs....,Ahmedabad
Computer Operator,H B Kapadia School,BA,Register with Teamlease to apply online for similar kind of Computer Operator jobs....,Ahmedabad
Back Office Executive Operations,Dolphin Group Of Companies,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Back Office Executive Operations jobs....,Ahmedabad
Computer Operator cum Office Assistant,Art Factory,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Computer Operator cum Office Assistant jobs....,Ahmedabad
Fire Man,A Leading Superspeciality hospital,Diploma,Register with Teamlease to apply online for similar kind of Fire Man jobs....,Ahmedabad
Web Developer,Talentfiver,BCA,"Job Summary:HTMLCSSBOOTSTRAPJavaScript, AJAX, JSON, XML,JQUERYResponsive designGraphic designSource control experience like Tortoise SVN, T...",Ahmedabad
Technical Support Engineer,Hodusoft Pvt ltd,BE/B.Tech,ArialTimes New RomanCalibriComic Sans MS0Excellent knowledge of VoIP and SIP.Good experience in FreeSWITCH.Good knowledge of Linux.Good kno...,Ahmedabad
Test Engineer,Clarion Technologies,BE/B.Tech,"Test Engineer Jobs ID: 511 Experience: 3 - 5 yrsLocation: Ahmedabad, Bengaluru, Pune Mandatory skills:Proficient in software...",Ahmedabad
Java Script/Node.js Developer,Magneto IT Solutions,BCA,js Developer Jobs in Magneto IT Solutions - Ahmedabad. Job Title: Java Script/Node.js DeveloperLocation: AhmadabadVacancy: 1Experience: 2-4 ...,Ahmedabad
Shop keeper,Global surgical,10th Pass (SSC),Manage shop and sales person who manages the shop and do marketing.deposit cheque in bank and money.clean the shop every day.. need regular...,Ahmedabad
Chemist,Shreem hallmarking centre,BSc,"For this job must require you are graduate.your age between 21 to 24.in this job, your work is testing gold with the help of fire ...",Ahmedabad
Graphic Designer,Sprics Enterprise Pvt Ltd,Diploma,"Graphic designer in CORELDRAW for printing industries should have knowledge of pharma Box designing for die making etc, we manufa...",Ahmedabad
Wordpress developer,TAVAT Consultancy LLP,BCA,"Should be good knowledge of a transfer to PSD
to Wordpress. Knowledge of  Theme & Plugging
Customization. A clear ...",Ahmedabad
Sales Head,Accel,Any Graduate,"Sales HeadLocation : AhmedabadResponsibilities :Drive Growth strategy for multiple customer segments for Delhi city Design, Implement ...",Ahmedabad
Category Manager - Appliance Repair,Accel,B.Com,Category Manager - Appliance Repair Location : AhmedabadJob Description : Continuously track existing supply to deliver qual...,Ahmedabad
IT Software Engineer,Prishusoft,BCA,"Dear Candidate, Greetings from Prishusoft.!We are looking for .Net Trainee/ DeveloperCandidate must have knowledge of Common Language ...",Ahmedabad
International BPO,Jyoti InfoSolution Pvt Ltd,Other Graduate,Shifts: Part time & Full time (special evening shift for girls).Campaign: Inbound & Outbound Sales (US)Candidate Eligible:Outstandi...,Ahmedabad
Sales and Marketing Executive,Forastar Technologies,B.Com,Responsibilities:Primarily your focus should be on the explanation or sale of products and services to probable customers within a specific...,Ahmedabad
Angular JS developer,WebCodeGenie Technologie PVT LTD,BSc,Deep and proficient knowledge of Angular and commonly used modules based on extensive work experience. Strong proficiency with Javascr...,Ahmedabad
Digital Marketing Trainee,Ensight Business Solutions Pvt. Ltd.,B.Com,Ltd. - Ahmedabad. JOB TITLE : Digital Marketing Trainee / Search Engine Marketing TraineeJOB LOCATION : AHMEDABADWe are looking for Smart f...,Ahmedabad
Javascript developer,Clementius,BE/B.Tech,Responsibilities and DutiesDelivering a complete front-end application with cross-browser compatibility and mobile platformEnsuring high pe...,Ahmedabad
Executive- Customer Service,Swift Freight India Pvt Ltd,Any Graduate,Ensure each shipment generates the maximum contribution to the company by keepingc...,Ahmedabad
Sales Team Member Senior Executive to Senior Manager Level,SOBHA Limited,MBA/PGDM,Job Position : Sales Team Member (Senior Executive to Senior Manager Level)Ref. Code: STMFunctional Area: Direct SalesNumber of Position :&...,Ahmedabad
Cook,Indian cafe,10th Pass (SSC),We need cook for our cafe who can make Indian and western food and beverage  order it will be 12 hours job and he will ...,Ahmedabad
Magento Developer,Addisinfotech,BCA,We are currently seeking 2 Sr Magento developer to join our team. Duties would primarily consist of developing new projects built usin...,Ahmedabad
Graphic Designer,Digi Elephant,B.Com,"Graphics Designer -Job ProfileDevelop product illustrations, logos, website graphics, etc. as neededSit in on conceptual design meetings an...",Ahmedabad
PE-TM/Line Incharge-Weld Shop,Hero MotoCorp Ltd.,Any Post Graduate,- Ahmedabad. PE-TM/Line Incharge-Weld Shop  No. Of Post: 1 JobCompany: Hero MotocorpShort Description:To establish new pre-treatm...,Ahmedabad
English Content Writer,Left & Right,LLM,We have an urgent opening for a Content/Copywriter. The incumbent can be freshers but should have excellent command over the English l...,Ahmedabad
.NET Developer,Digiwhiz,Certificate Course (ITI),"NET Developer Jobs in Digiwhiz - Ahmedabad. The primary role of the .NET web developer will be to develop, enhance and maintain different .N...",Ahmedabad
Field Sales Executive,Business Loans,12th Pass (HSE),"Job Duties:
Identifies business opportunities by identifying prospects and evaluating their position in the industry; researchin...",Ahmedabad
Telecaller,FGMPL,B.Com,"Hi,
Greetings of the day!!!.
We are looking for smart, confident and
professional candidates who are
looking for a career growth.
Please fi...",Ahmedabad
Field Sales Executive,Shivam Finance Solution,Diploma,"Visit Bank, Customer Homes for collection of Documents.Generate Leads Independently through any sources.In-dependably handle all  coll...",Ahmedabad
Receptionist Front Desk,Shreeji Suppliers,B.Com,job for receptionist and have to operate a computer. have to handle office work for the day to day activities.have to operate our ...,Ahmedabad
Business Development Executive,Helping Hand consultancy,BE/B.Tech,"Job Opening for B.Sc / M.Sc / B.Tech Freshers, who wants to make or grow their career in health care industry and who can ...",Ahmedabad
Client Service Executive,Smart lion,B.Pharm,Client Services ExecutiveShift Time: 8pm to 5am / 5:30pm to 2:30amExperience: Freshers & 1+ year of experience into voiceEducational Qu...,Ahmedabad
Sales Executive,Mark entreprise,B.Com,"We are looking that  people who is good in communication , good convincing power  ,handling all type of situation ,giving best&nb...",Ahmedabad
Assistant Manager/Programmer,Gujarat Mineral Development Corporation Ltd,MBA/PGDM,Assistant Manager/Programmer   job vacancies in Gujarat Mineral Development Corporation Ltd (GMDC)Advertisement No. 02/ 2019...,Ahmedabad
Process Associate,Krazy Mantra HR Solutions Pvt Ltd,Any Graduate,"Krazy Mantra
is a group of Companies since 2008. We provide manpower solutions to all sector
in India, Europe and the US. 
Our Branche...",Ahmedabad
Executive-Sales Marketing,Lease Corp India,Diploma,Employment Type-Full TimePost Open-Executive - Sales & Marketing Job Location-Ahmedabad / SuratIndustry-Real EstateRole Category-R...,Ahmedabad
asst. manger-marketing,Media today group,B.Com,"Manger-marketing Jobs in Media today group - Ahmedabad,Bangalore. looking for hard core marketing candidate who can do stall booking for ou...",Ahmedabad
Data Entry Operator,District Consumer Disputes Redressal Forum Navsari,12th Pass (HSE),"Main Job Tasks and Responsibilities
prepare, compile and sort documents for data entry
check source documents for accuracy
...",Ahmedabad
Dot Net Developer,SSM Infotech Solution Pvt Ltd,BE/B.Tech,"Job
Summary
We are looking for .NET developers who are experts at programming
using C#, MVC, Entitiy Framework, Core .Net and Microsoft SQ...",Ahmedabad
Medical Sales Representative,Medlis Healthcare Pvt Ltd,B.Com,"As a medical sales representative,
you'll need to:
Identifying and establishing new business by getting in
touch with the hospitals...",Ahmedabad
Sales Officer,Infinito HR Solutions,Diploma,"JD: Sales & Marketing of Cattle Feed, Achieve Sales targets as desired by organization, Farmer meetings, Feedback o...",Ahmedabad
Software Support Engineer,Accrete Infosolution Technologies LLP,BCA,Responsibilities:Excellent technical & analytical skills. Sound knowledge of OOPS concepts.Sound knowledge/process of understanding/ide...,Ahmedabad
Market Research / Survey Internship,DhiSigma Pvt. Ltd,Diploma,"Ltd - Ahmedabad,Pune. We
are seeking on-field resources for Market Research /Survey.
Mainly
looking at freshers/part-timers/interns with bi...",Ahmedabad
Marketing Executive,Digi Elephant,B.Com,"Job Duties:
Identifies business opportunities by identifying prospects and evaluating their position in the industry; researchin...",Ahmedabad
Mystery Shopper,Crafeo,LLM,"CRAFEOThis is a completely freelancing opportunity to work as a shopper with Crafeo. All you have to do is do shopping, dining, etc at...",Ahmedabad
Digital Marketing Executive,Digi Elephant,B.Com,"Social Media -ResponsibilitiesBuild and execute social media strategy through competitive research, platform determination, benchmarking, m...",Ahmedabad
Receptionist - Front Desk,Krishna Aligner Company,B.Com,Designation: ReceptionistReceptionist is the first point of contact with the Guests. They perform essential front desk administrative dutie...,Ahmedabad
Technical Support Engineer,Raj Info Enterprise Pvt Ltd,Certificate Course (ITI),Structure Cabling SystemUnified / IP Based EPABX SystemVideo Conference and Collaboration Wired & Wireless Networking Server and Storag...,Ahmedabad
Sales Officer,Genius Consultants Ltd,Diploma,Designation:  Sales officer/ Sales executiveQualification:  HSC and aboveExperience:  Fresher or experience of more than 6 m...,Ahmedabad
Customer Support Executive,Vinfro,Diploma,"Customer care executive helps customers with complaints and questions, give customers information about products and services, take orders,...",Hyderabad
Field HR Officer for Ahmadabad,MPTA Education ltd,BBA/BBM,"·  
Recruitment
of students 10th/12th / ITI/ Diploma
·   Create new sources for recruitment
·   Ready to...",Ahmedabad
Social Marketing Representative,MA Consulting,10th Pass (SSC),"We are looking for candidates for Social Marketing Representative (SMR) for the NGO, The NGO provid two week training with fooding and acco...",Ahmedabad
Territory Sales Manager,Acute Bioscience,B.Pharm,sales and marketing maintain a relationship with customers achieve your target in assign territory give sales training to new joi...,Ahmedabad
Technical Sales Engineer,Akash blowers Pvt. Ltd,Diploma,"Ltd - Delhi,Ahmedabad,Chennai. Job DescriptionDesignation:Sales EngineerJob Location:Base BahadurgrhDepartment:Sales & MarketingGrade/ ...",Delhi
Business Development Executive,IValue Systech Pvt Ltd,B.Com,"Will be responsible for Business Development activities.Will identify, qualify and develop new clients for IT Projects and Solutions offe...",Ahmedabad
Relationship Executive,Axis Bank,B.Com,"Officer Sales (Off Roll) is part of the bank's front line sales force
whose primary responsibility is to get new customers for the bank an...",Ahmedabad
Field Sales Executive,Digiquire Business Solutions,Diploma,"Hi,Greetings from DiGiQuire Business Solutions!!We are looking for skilled candidates for Mumbai, Ahmedabad and Pune Region.Job Type: Full ...",Ahmedabad
Relationship Development Manager,Krazy Mantra HR Solutions Pvt.Ltd.,Any Graduate,"Ltd. - Ahmedabad,Surat,Indore. Our CLIENT COMPANY is hiring RELATIONSHIP DEVELOPMENT MANAGER
Job
Title       ...",Ahmedabad
Python Developer,TOPS Technologies Pvt ltd,BE/B.Tech,Write Python scripts based on the pre-defined requirementMaintain existing python scriptsWrite test cases to test the functionality of exis...,Ahmedabad
Field Marketing Executive,Diabetic Food International,Diploma,"Sales & Marketing Executive with one-year of sales experience in FMCGResponsible for developing markets, retailers, whole sellers,...",Ahmedabad
PHP Developer,TOPS Technologies Pvt ltd,BE/B.Tech,Freshers can also apply.Candidate must have knowledge in Core PHP.Knowledge in word press.Good understanding of front-end technologies like...,Ahmedabad
Service Technician,Jeeves,Certificate Course (ITI),Candidates should be involved in field work.Going to Consumer place and assemble/install TV/furniture/other appliances.Prior experience in ...,Ahmedabad
Area Sales Manager,Zebronics India Pvt. Ltd,Any Graduate,"Ltd - Raipur,Ahmedabad,Kochi. Job Description:Role: Area Sales Manager/ Territory Sales ManagerLocation: Jaipur, Raipur, Nagpur, ...",Raipur
Business Development Executive,Talent Futures Services,BE/B.Tech,"We are hiring for Business Development Executive (Immediate
Joined) for our client in Location:
(Gurgaon, Delhi/NCR, Mumbai, Bangalore...",Chandigarh
Sr Sales executive / Business Development executive,Mehta Cad Cam System Pvt Ltd,Diploma,Position: Sr Sales Executive  (Experience 2-5 Years)(Male-04 Vacancy) Salary: As per Industrial Standards and Experience (TA...,Ahmedabad
Software Engineer,Stratbeta Technologies Inc.,BCA,"- Ahmedabad,Bangalore,Mumbai. We are looking to hire B.Tech/BE freshers for our software development team.Strong programming skillsExcellen...",Hyderabad
Hotel Front Office Executive,OYO Rooms,BHM,Helps & Assists the Hotel Manager with all day tasksTakes charge of the Hotel (for own shift) when the Hotel Manager is not around (inc...,Ahmedabad
Operations Manager,Safexpee Goup of Comapny,B.Arch,"organising shipmentscoordinating drivers, vehicles, loads and journeysoperating IT systemsNegotiating and agreeing contractsDeveloping and ...",Ahmedabad
Marketing Manager,Suproinfo.com,Diploma,"com - Vijayawada,Korba,Delhi. Work on assigned leads and generate referrals from every visit made to the customer.Achieve sales targets as a...",Hyderabad
Sales Development Manager,Supro Info Solution PVT LTD,Diploma,Post- SDMCTC- 1.80 to 2.20 + incentiveRole-Convince customers Meeting with customers100 % lead provided by branchReady yo do fieldwork...,Ahmedabad
Hardware Engineer,Brainyconsultancy,Diploma,PCB designingCharacterisation of boardSchematic creationAlternate component selectionSound good knowledge in basic electronics.Must have go...,Hyderabad
Engineer Trainee,Apeejay Group,BE/B.Tech,"APEEJAY
SHIPPING/ APEEJAY GROUP IS RECRUITING B.TECH  “MARINE/CIVIL/MECHANICAL” FRESHER 2018/19
Job
Duties and Tasks for: '...",Hyderabad
Inside Sales/Business Development Executive,Tradeindia.com,Diploma,"com - Delhi,Ahmedabad,Faridabad. Reaching out to SME's - Small & Medium Scale enterprises offering Business Growth Solutions on India's ...",Delhi
Water Supply Engineer,SkyQuest Technology Consulting Pvt Ltd,BE/B.Tech,"Key Responsibilities:Develop concept, schematic, Detailed and Draft final designs for water supply, wastewater and Storm Drainage system, i...",Ahmedabad
Field Sales Executive,Lablink,Diploma,"Educational Background:Diploma in Instrumentation/Mechanical, B.Sc - Chemistry.Looking for Sales Executive with Diploma/B.E. in instrumenta...",Delhi
Tele caller / Tele Marketing Sales / Tele Sales Executive,Vivir Services Pvt Ltd,10th Pass (SSC),"Contact businesses and private individuals by telephone to promote products, services and/or charitable causesSolicit orders for goods and ...",Hyderabad
Sales Operations Manager,Funday sports,B.Com,Customer Scouting: Identify potential customers and pitch to them about Funday sports programCustomer Relationship Management: Support cust...,Hyderabad
Sales and Marketing Executive,Fulcrum Services pvt ltd,Certificate Course (ITI),Customer Service AssociateBusiness Partner – Digital MarketingBusiness Partner – Digital Marketing TrainingBusiness Partner- Healthcare...,Hyderabad
Business Development Manager,Skywings Advisors Pvt Ltd,Any Graduate,"Agency Channel-
Business Development ManagerA career in the Indian
Insurance sector can be quite challenging but also rewardingAge: 24 year...",Ahmedabad
Personal Assistant,Jobs 4 Sure,Any Graduate,Females can do this job on both Part-time and full-time basis also.WORK LOCATION IS KolkataWe are looking for Good Looking ambitious Female...,Hyderabad
Reservation Ticketing Executive,SRK Career Ltd,Certificate Course (ITI),"Reservation & Ticketing Executive Vacancy Open GR - II Required Experience, Skills And Qualifications Minimum 12th passes and...",Hyderabad
Industrial Production Engineer,Youngshine automotive india pvt ltd,BE/B.Tech,To producing the power steering shaft for hyundai cars. Fully automatic control for assembling the input and output shafts. &nbsp...,Hyderabad
Sales Marketing Intern,Sunroofxpert Solutions Pvt Ltd,B.Com,"Job Duties:
Identifies business opportunities by identifying prospects and evaluating their position in the industry; researchin...",Hyderabad
Desktop Engineer,Kalyx Infotech,Certificate Course (ITI),"Job Description:
Setting up a new desktop and laptop computers.Troubleshooting desktop hardware and software
issues.Updating the operating...",Hyderabad
