Title,Company,Experience,Location,Skills,Summary
Sales And Marketing  and Back Office Operation,Shashi Carreer Zone Hiring For Parle Product Pvt ltd,0 to 4 Yrs,Surat,"Skills :sales coordination, store management, supply chain operations, warehouse operations, sales management","Dear Candidates We Recruit for Parle Product Pvt Ltd Job Profile- Sales & Marketing, Back Office Operation, Supply Chain and Logistic Department SALARY-15k to 60k (Depends your position and interview)"
Freelancing  for MBBS Doctors,Curis Technologies Private Limited,0 to 5 Yrs,Surat,"Skills :general physician, mbbs, doctor",Greetings from Medicus! We have opening for freelancing job opportunity (work from home)profile of Medical consultant (advisor) Medicus is a technology-driven platform that brings together various stakeholders of the healthcare
"Airport Executive,Airport Ground Staff,Cabin Crew",Career Selection Point.,0 to 1 Yr,Surat,"Skills :air ticketing, commmunication skills, customer service",Job Description HR 8294924252 1.Ground Staff And Air Ticketing Executive And Cabin Crew Job Description We are hiring for Ground Staff And Air Ticketing Executive And Cabin Crew: Education &
Business Development Manager,Daffodil HR Services,1 to 6 Yrs,Surat,"Skills :sales, b2b sales",Dear As per our telephonic conversation Business Development Manager - Kindly go through the complete JD and revert me asap. Role and Responsibilities: 1) Manage client discovery and establish first
BDM- Surat,Leom International Hiring For leom international,0 to 3 Yrs,Surat,"Skills :business, education, consultancy, indirect, ticketing","Dear Job Seekers Opening for the post of business development manager/ resident managerin a renowned overseas consultancy firm. Head quartered in Chandigarh. Dealing in Study abroad counselling, visitor visa, business"
Stock Supervisor,Hr Solutions.. Hiring For Samsung company,0 to 2 Yrs,Surat,"Skills :supervision, career development, new hire orientations",We are hiring candidate in Samsung electronic company Applying fresher and experience male and female candidate Location. All. Over india Qualifications. 10 to 12th. Graduation. Post graduate mba Salary. 12500
"APPLY FOR GROUND STAFF, AIR TICKETING, and driver",GLOBESTAR AVIATION AND ALLIED SERVICES PRIVATE  LIMITED,0 to 1 Yr,Surat,"Skills :airline ticketing, photographic memory, classroom training, communication skills, air ticketing","Job Description Job Description Contact Number 9718453265 ram This is to inform you that we do have the job openings in aviation industry for the profiles of CabinCrew, GroundStaff"
Team Handling Manager.same day offer,Aspire ERP systems,2 to 7 Yrs,Surat,"Skills :business development manager, direct marketing, team handling, senior sales manager, sales manager","Interview Call For MNC Life Insurance-Group Company Profile:-Team Handling, Agency Development Manager, Assistant Team Manager, Banca Channel, CTC Offer:-1.80 TO 4.50 Lacks To apply please email your CV to: aspireoutsourcing5@gmail.com"
Farm Supervisor,Teck Solutions-duplicate Hiring For Starlink,0 to 4 Yrs,Surat,"Skills :marketing, packaging, budgeting, management, filing","Farm General Supervisor Farm Supervisor will be responsible for the daily planning, organisation, supervision and administration of activities on farm estates. Responsibilities include: forward planning making policy decisions maintaining accurate"
"urgent hiring the post of Ground Staff, Cabin Crew, Aircraft Maintenance",Swami Hiring Consultancy,0 Yrs,Surat,"Skills :security, meals, figures, inform, aviation","Dear Candidate, Greetings of the day!!! This is to inform you that we do have the job openings in aviation industry for the profiles of Cabin Crew, Ground Staff and"
"looking fresher candidate for Ground Staff, Cabin Crew, Aircraft Maintenance",Swami Hiring Consultancy,0 Yrs,Surat,"Skills :luggage, checks, figures, selling, english","Dear Candidate, Greetings of the day!!! This is to inform you that we do have the job openings in aviation industry for the profiles of Cabin Crew, Ground Staff and"
Data Entry Operator,CONSENT TECHNOLOGIES,0 to 3 Yrs,Surat,"Skills :typing, english, entry, data, ms","We have some vacancies available in our organization to submit information into online forms. The required candidates should have knowledge of computer basics, Excel, MS office, Internet.Work part time as"
Business Development Manager,SUPRO INFO SOLUTIONS PRIVATE LIMITED,2 to 5 Yrs,Surat,"Skills :sales, marketing, relationship manager, business development manager, banking sales",Position: Business Development Manager / Relationship Manager Contact:9104598583 CTC: Depend on Previous Salary and Interview Job Eligibility Criteria: - Minimum 2 years of Sales and Marketing experience. (BFSI experience preferable)
Urgent Hiring For Airport Ground Staff Cabin Crew,Flying Solution Hiring For airport Airlines,0 to 1 Yr,Surat,"Skills :industry, booklets, ticketing, presentation folders, graphic designing","Dear Candidate, Greeting for the day! We are Hiring for the jobs for the position of Air Ticketing / Ground Staff / Cabin Crew Key Responsibilities Welcome passengers on board"
Retail Store Manager,CareerzInn Placement Consultancy Pvt. Ltd.,3 to 8 Yrs,Surat,"Skills :operations, shrinkage, sales target, retail manager, luxury retail","Dear Mail Recipient, Greetings !! We are seeking a seasoned Retail Store Manager from renowned retail brands who will be responsible for the overall operation of the store including maximizing"
Regional Sales Officer,SUPRO INFO SOLUTIONS PRIVATE LIMITED,2 to 7 Yrs,Surat,"Skills :sales, pharma, b2b, casa, b2c","Main Job Responsibilities Recruitment and development of quality advisors Recruiting by selling career opportunity to prospective advisors Ensure that advisors undergo proper training on product, regulations and other selling inputs"
Sales and Marketing Manager,SUPRO INFO SOLUTIONS PRIVATE LIMITED,2 to 7 Yrs,Surat,"Skills :marketing, sales, advertising, fmcg, channel sales",candidate specifications: position: agency Manager age: 25 to 35 Years qualification: graduate/Post Graduate experience: minimum 2 years of experience from Sales field industry: bfsi max ctc offered: max upto 5
"Ground Staff, Air Ticketing and cabin crew",GS Job Point Hiring For GS Job Point,0 to 2 Yrs,Surat,"Skills :advising, maintenance, ticketing, communication, meals",We are Hiring for the jobs for the position of Air Ticketing / Ground Staff / Cabin Crew / Maintenance Engineer Key Responsibilities Welcome passengers on board and directing them
Reservation Officer & Airport Ground Operation Staff,GS Job Point Hiring For GS Job Point,0 to 2 Yrs,Surat,"Skills :salary, maintenance, ticketing, communication, emergency",We are Hiring for the jobs for the position of Air Ticketing / Ground Staff / Cabin Crew / Maintenance Engineer Key Responsibilities Welcome passengers on board and directing them
"ground staff and air ticketing, maintenance",Duke Recruitment Services,0 to 1 Yr,Surat,"Skills :airlines, airport management, cabin crew activities, ground staff activities, ground handling","Dear Candidate, Greetings of the day!!! This is to inform you that we do have the job openings in aviation industry for the profiles ofCabin Crew, Ground Staff and Ticketing"
Medical Representative,APS,0 to 1 Yr,Surat,"Skills :pharmaceutics, business development, medical sales, medical sales representative, pharmaceutical sales",Post Medical Representative. Location:- Gujrat. Qualification Any graduate can apply. Experience Fresher to 1 Years can apply. Ctc : 1.80 to 3 Lakh. Age : Up to 28 Yrs. Segment
Agency Development Manager,Jobs Solutions,2 to 7 Yrs,Surat,"Skills :sales, marketing, insurance, business development, life insurance",Job Description This position is of Managerial nature where you are responsible to create and Manage team of Advisors who advise people for their Life Insurance requirements. Responsible for o
"Airport for Air Ticketing,Air Hostess ground staff",UNIQUE PLACEMENT.,0 to 2 Yrs,Surat,"Skills :passenger, aviation, airlines, clearing,",We are Hiring for the jobs for the position of Air Ticketing / Ground Staff / Cabin Crew / Maintenance Engineer Key Responsibilities Welcome passengers on board and directing them
Customer Relationship Manager,SUPRO INFO SOLUTIONS PRIVATE LIMITED,3 to 8 Yrs,Surat,"Skills :sales, insurance, fmcg, channel sales, pharmaceutical sales","CTC: 2L to 4L PA, Depend on Previous Salary and Interview. Channel: Agency Job Profile/Duties/Responsibilities: Guiding the Team to sell the products on the market. Team Management and team handling."
Sales & Marketing Executive,SUPRO INFO SOLUTIONS PRIVATE LIMITED,1 to 3 Yrs,Surat,"Skills :sales, marketing,","Responsible for all activities related to the projects handled, allocate resources & set processes, optimizing resources with respect to cost & utilization. For more details, call @ 7621815648 Plan, implement"
Development Manager - Banca,Aspire ERP systems Hiring For Aspire ERP systems,1 to 6 Yrs,Surat,"Skills :insurance, marketing, direct marketing, bancassurance, corporate sales","Greetings!!! From Aspire ERP Hiring Partner for MNC LIFE INSURANCE CO.LTD Dear Associate, COMPANY NAME: MNC LIFE INSURANCE DESIGNATION: RELATIONSHIP MANAGER Channel: Banccassurance JOB PROFILE: HANDLING WALKIN CUSTOMERS OF THE"
Vacancy In Banking Sector For Operation Manager Profile,H R solutions Hiring For Leading Bank,0 to 5 Yrs,Surat,"Skills :branch handling, sme banking, branch management, finance accounts, branch banking",A bank operations manager is an individual who carries out administrative and accounting duties in a financial institution by organizing and coordinating banking services. His/her job description involves managing his/her
"Ground Staff,Flight attendant ,Air-Ticketing profile",A B Solution Service,0 to 3 Yrs,Surat,"Skills :communication skills, customer service, written communication, back office, computer skills","Dear Candidate, Greetings of the day!!! This is to inform you that we do have the job openings in aviation industry for the profiles of Cabin Crew, Ground Staff and"
Housekeeping Manager,Freelancer Rahul Singh 2 Hiring For Prince Paradise,0 to 5 Yrs,Surat,"Skills :entry-level, agriculture, cooking, housekeeping, drivers","Entry-level management position that focuses on supporting the day-to-day activities in Housekeeping, Recreation/Health Club and Laundry, if applicable. Position works with employees to clean and maintain guestrooms and public space."
District Manager,Vakrangee Ltd.,3 to 5 Yrs,Surat,"Skills :marketing, retail, target, sales, business development",candidate would be responsible to build / set up / acquire NexGen vakrangee kendras Kendra on boarding & banding serviceable and fully functional Kendra filed sales
"Cabin Crew, Ground Staff / customer service // maintenance",career link. Hiring For,0 to 2 Yrs,Surat,"Skills :sales, english, figures, maintenance, ticketing","We would like to introduce ourselves as Recruitment Services Leading Recruitment Organization with more than 35 Blue Chip Companies of India and Abroad. We are harrying for ,Cabin Crew, Ground"
