Title,Company,Qualifications,Description,Location
ITI Electrician,Glister Aspects,10th Pass (SSC),Register with Teamlease to apply online for similar kind of ITI Electrician jobs....,Kolkata
customer support associate,Evibe Technologies,B.Com,Job role is customer support you should take the calls and help the customer by providing right information and help them placing the order...,Hyderabad
Business Development Executive,Brilliant Mind Edu Service Pvt Ltd,Diploma,cold calling lead generation client meet closing deal.We are looking for candidates who are experienced or fresher (0-3 years) and resource...,Bilaspur
MIS Executive,Zashed Fashiontech PVT. LTD.,12th Pass (HSE),LTD.. Register with Teamlease to apply online for similar kind of MIS Executive jobs....,Delhi
Jr.Accountant,GADA Group,B.Com,"Accountant Jobs in GADA Group - Pune. Data entry Update & CheckingDocumentation of banking & employeesEntry-Bill Updates, Daily Exp....",Pune
Senior Copy Content Writer,RelioQuick,BE/B.Tech,Register with Teamlease to apply online for similar kind of Senior Copy Content Writer jobs....,Delhi
Electrician,Tower Pride Hotel,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of Electrician jobs....,Kolkata
Content Writer Subject Matter Expert,AIETScom,BE/B.Tech,Register with Teamlease to apply online for similar kind of Content Writer Subject Matter Expert jobs....,Delhi
Management Trainee - Sales,LS Hireman Consultants,BE/B.Tech,"Dear candidates,There is an urgent opening for Management Trainee- Sales & Marketing (hardcore Sales) for a Singapore based waste manag...",Delhi
Travel Executive,Besttriponline A Unit Of Arvind Tours And Travels,Diploma,"A well
established leading tours and travel agency looking for an experienced travel
executive, who have well knowledge about tour packages...",Hyderabad
SEO CONTENT WRITER,WebSkyIndia,BCA,Register with Teamlease to apply online for similar kind of SEO CONTENT WRITER jobs....,Delhi
Electrical Technician,SRISHTI PROPERTIES PVT. LTD.,Certificate Course (ITI),LTD.. Register with Teamlease to apply online for similar kind of Electrical Technician jobs....,Kolkata
Pharmacist,SHINELEAGUE CONSULTANTS,B.Pharm,We are looking for a full-time Pharmacist to Health care services The successful candidate will be able to utilize the information availabl...,Hyderabad
Web Content Writer,YugeWeb IT,BSc,Register with Teamlease to apply online for similar kind of Web Content Writer jobs....,Delhi
Assistant Manager,Vodacom,BE/B.Tech,Assistant Manager - 000000243396Location : PuneExperience And Qualification: B.E/MCA with 3- 5 years experienceJob Description:Senior Execu...,Pune
ITI electrician electronics,SUPAL,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of ITI electrician electronics jobs....,Kolkata
Recruitment Executive,Angel and Genie,M.Com,Responsible for hiring of the right talent at the right timeSourcing and reaching out to qualified candidates for current open rolesServing...,Bangalore
SEO Expert and Content Writer,Buildrepo,BSc,Register with Teamlease to apply online for similar kind of SEO Expert and Content Writer jobs....,Delhi
Business Development Manager,ANGEL AND GENIE,B.Com,BDM is a highly visible role as the candidate will report to the City Sales Head. Please go through the below responsibilities handled by B...,Bangalore
Electrician Maintenance,CAREER OPTIONS,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of Electrician Maintenance jobs....,Kolkata
Data Entry Operator,Sheena Merchandising Pvt.Ltd,Diploma,Ltd. Register with Teamlease to apply online for similar kind of Data Entry Operator jobs....,Noida
Content Writer,Citta Solutions Private Limited,BA,Register with Teamlease to apply online for similar kind of Content Writer jobs....,Ahmedabad
Content Writer and Editor,Knoldus,BSc,Register with Teamlease to apply online for similar kind of Content Writer and Editor jobs....,Delhi
Back Office Computer Operator,Marketing Raxtan Ltd,Diploma,Register with Teamlease to apply online for similar kind of Back Office Computer Operator jobs....,Delhi
Maintenance Technician,Phoron technosolutions pvt ltd,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of Maintenance Technician jobs....,Ahmedabad
Content Writer,Keshar Software Pvt Ltd,BSc,Register with Teamlease to apply online for similar kind of Content Writer jobs....,Delhi
Content Writer,Elsner Technologies Pvt. Ltd.,BA,Ltd.. Register with Teamlease to apply online for similar kind of Content Writer jobs....,Ahmedabad
Educational Counselor,SILICA INSTITUTE,BEd,Register with Teamlease to apply online for similar kind of Educational Counselor jobs....,Pune
Content Writer,OMS Guru,BA,Register with Teamlease to apply online for similar kind of Content Writer jobs....,Ahmedabad
ITI Electrician,Pranshi Placement,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of ITI Electrician jobs....,Ahmedabad
Content Writer,Ginis Digital,BA,Register with Teamlease to apply online for similar kind of Content Writer jobs....,Ahmedabad
Content Writer,Panacea Healthcare Management,BA,Register with Teamlease to apply online for similar kind of Content Writer jobs....,Ahmedabad
Content Writer,Openxcell Technolabs Pvt. Ltd.,BA,5 to 1 years of experience via Openxcell Technolabs Pvt. Ltd.. Register with Teamlease to apply online for similar kind of Content Writer jo...,Ahmedabad
Cashier,Quality group,Certificate Course (ITI),"Job Summaryhanding bank transactions & banking operations,submit daily reports to head officehandle ling petty cash paymentsupdate the ...",Hyderabad
Automobile Electrician,Tracknow Private Limited,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of Automobile Electrician jobs....,Ahmedabad
Content Writer,Ultimate HR Talent Acquisition,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Content Writer jobs....,Ahmedabad
Content Writer,MageComp,BA,Register with Teamlease to apply online for similar kind of Content Writer jobs....,Ahmedabad
Content Writer,Productive Jobs,BA,Register with Teamlease to apply online for similar kind of Content Writer jobs....,Ahmedabad
QRadar Admin,Saransh Software Solutions,BE/B.Tech,"Must have Technology Skills:
SIEM – Qradar (Preferable QRadar Certified
Fundamental Administration)CEH/CCNA Security/ CompTIA Security+E...",Thiruvananthapuram
Office Assistant,aurazia wellness pvt ltd,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Office Assistant jobs....,Bangalore
Web Designer and Developer,ITCS Technologies,B.Design,We are hiring Web Designer and DeveloperFirst preference for freshers.Good salary and Incentives SchemesImmediate joiners are requiring.Fri...,Chennai
SEO Executive,Polosoft Technologies,BE/B.Tech,"Job Description
This role involves managing a portfolio of clients and improving their search engine optimization by using techniques ...",Bhubaneswar
Office Assistant,RUniq celebrations,12th Pass (HSE),5 years of experience via RUniq celebrations. Register with Teamlease to apply online for similar kind of Office Assistant jobs....,Bangalore
Telecaller,Ml associates,Certificate Course (ITI),"Telemarketer Job Duties:
Identifies prospects by reading telephone and zip code directories and other prepared listings.
Ca...",Bangalore
Content Writing Internship,Journey To Dreams,BA,Register with Teamlease to apply online for similar kind of Content Writing Internship jobs....,Ahmedabad
Graphic Designer,PAC Cosmetics,B.Design,Are you a graphic designer looking for a refreshing creative roleHere's a shout out to all the designers out there for the position of a ...,Mumbai
Diploma electrician,TRINITY ENGINERS,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of Diploma electrician jobs....,Ahmedabad
Technical Sales,Velarudh,BE/B.Tech,BDM/BDE on Electronic sales(Female- BE/B.Tech/Electronic/Electrical)company will provide the leads.Electrical / Electronics sales expe...,Kolkata
Customer Care Executive,Clarus Telecom India Private Limited,Certificate Course (ITI),Clarus Telecom India Pvt Ltd is hiring for Fresher Experienced for US Website SEO Voice process where Fresher with good communication skill...,Kolkata
Office Assistant,India Business Hub,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Office Assistant jobs....,Bangalore
SRF Microbiology,IARI,ME/M.Tech,SRF  Microbiology  recruitment at IARI purely on temporary/contractual basisCSIR project: “Proteomic profiling of the...,Delhi
ELECTRICIAN,SANTOSH STARCH PRODUCTS LTD,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of ELECTRICIAN jobs....,Ahmedabad
Content Writer IT Company,Techno Infonet Gujarat Pvt. Ltd,BA,Ltd. Register with Teamlease to apply online for similar kind of Content Writer IT Company jobs....,Ahmedabad
Customer Support Executive,Human before resource private limited,B.Com,"Dear Candidate,Greetings of the day*Position- International Customer Support Executive(Non - voice)*Salary- 13.5KCTC TO 15KCTC Per Month+In...",Kolkata
IT Software Developer,Nbp technology llp,BE/B.Tech,"We urgently require android developers and python developers.The candidate should have good knowledge of framework like Django, flask and s...",Anand
SRF / Young Professional-II Agricultural Economics,IARI,MCA,No.Ag.Eco/ 2019/254SRF / Young Professional-II Agricultural Economics recruitment at IARI purely on temporary/contractu...,Delhi
Front Office Coordinator,First Priority Cargo L.L.C,BA,5 years of experience via First Priority Cargo L.L.C. Register with Teamlease to apply online for similar kind of Front Office Coordinator j...,Bangalore
Customer Support Executive,Govche India Pvt. Ltd,Any Graduate,"Ltd - Chennai. Hi, we have an Immediate opening for the position of Customer support - Trainee in Chennai, Guindy.Qualification: Any degree...",Chennai
Project Assistant Life Science,IICB,M Phil / Ph.D,"Project Assistant Life Science recruitment in IICBAdvertisement No. : R&C/523/2019 , Vacancy Code : 5231903 Project Ass...",Kolkata
Turner Fitter Welder,Shlok academy,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of Turner Fitter Welder jobs....,Mumbai
Office Administrator,Radiate e services pvt. ltd.,10th Pass (SSC),ltd.. Register with Teamlease to apply online for similar kind of Office Administrator jobs....,Bangalore
Sales and Marketing Executive,Propaly Realtors,MBA/PGDM,Job Duties:Convincing prospective clients that your organization is the right one to meet up their requirement. Manage your client bas...,Pune
Content Writer Technical Background,AgileInfoways,BA,Register with Teamlease to apply online for similar kind of Content Writer Technical Background jobs....,Ahmedabad
Office Assistant,VIbhus International,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Office Assistant jobs....,Bangalore
Freelance Content Writer,Rb digital marketing agency,BSc,Register with Teamlease to apply online for similar kind of Freelance Content Writer jobs....,Delhi
Assistant Tourist Officer,Tamil Nadu PSC,Diploma,"NOTIFICATION NO. 22/2019Assistant Tourist Officer, Grade-II  job Position in Tamil Nadu PSCQualification: (i) Degree in Travel an...",Chennai
Content Writing Internship,Yogasvi,BA,Register with Teamlease to apply online for similar kind of Content Writing Internship jobs....,Ahmedabad
CONTENT WRITER,IDS Logic,BSc,Register with Teamlease to apply online for similar kind of CONTENT WRITER jobs....,Delhi
Receptionist,T and A Hr Solutions,BA,Register with Teamlease to apply online for similar kind of Receptionist jobs....,Bangalore
English speaking agent,Justina,Certificate Course (ITI),"Job SummaryEuropean company Invest Holding, looking for a team agent who can represent our company in India! We help people from India to m...",Delhi
Content Writer,Ariv Information (Indian Business Pages),BA,Register with Teamlease to apply online for similar kind of Content Writer jobs....,Ahmedabad
Content Writer,DholDhamaka.com,BSc,com. Register with Teamlease to apply online for similar kind of Content Writer jobs....,Delhi
Office Assistant,Sekhar Developers,BA,Register with Teamlease to apply online for similar kind of Office Assistant jobs....,Bangalore
Office Boy,Traum Trading & co,10th Pass (SSC),Keep the godown clean and tidykeep records inventorygive her/his ideasincrease the customer basekeep all the records of saleContribute thei...,Anywhere in India
Content Writer,Spincco Digital Pvt. Ltd.,BSc,Ltd.. Register with Teamlease to apply online for similar kind of Content Writer jobs....,Delhi
Content Writers,Mydala,BSc,Register with Teamlease to apply online for similar kind of Content Writers jobs....,Delhi
Delivery Boy,Ride.Swiggy,10th Pass (SSC),Swiggy. Register with Teamlease to apply online for similar kind of Delivery Boy jobs....,Chennai
Accounting executive,Lorven Enterprises,B.Com,"Looking for an able candidate who can create daily, weekly and monthly MIS reports, E-waybill creation, files and other paperwork mana...",Hyderabad
Fitter Technician In Pump pipe,Unique Enterprises,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Fitter Technician In Pump pipe jobs....,Mumbai
Assistant Executive Receptionist,Embedded Systems Solutions Pvt Ltd.,BA,. Register with Teamlease to apply online for similar kind of Assistant Executive Receptionist jobs....,Bangalore
Technical Content Writer,Abk Multiservices,BA,Register with Teamlease to apply online for similar kind of Technical Content Writer jobs....,Ahmedabad
Pump Pipe Fitter Technician,Unique Enterprises,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Pump Pipe Fitter Technician jobs....,Mumbai
Computer Teacher,HP National,Any Graduate,"Looking for Freelance/part Time - Trainers, faculty for Computing Skills / Advance Excel / MS office Preparation.The job involves -Lecture ...",Jaipur
Front Office Receptionist,AACP Infrastructure Systems Pvt. Ltd,10th Pass (SSC),Ltd. Register with Teamlease to apply online for similar kind of Front Office Receptionist jobs....,Bangalore
GST Trainer,HP National,B.Com,"Experience: 1 Yr +  Preference to candidates with Tally course Skills: presentation skills, full command over Tally ERP9 and...",Jaipur
Office Administrator,Envision Network Technologies Pvt Ltd,BA,Register with Teamlease to apply online for similar kind of Office Administrator jobs....,Bangalore
Education counsellor,Dronacharya IAS Academy,Certificate Course (ITI),"Handle all incoming/outgoing calls
and Walk-in.Counseling & handling students
quiresMaintain the
records of students.
Needs to handle o...",Navi Mumbai
Assistant Executive,Xoxoday,MBA/PGDM,Register with Teamlease to apply online for similar kind of Assistant Executive jobs....,Bangalore
Digital Marketing Web Designing,NYinst,BA,Register with Teamlease to apply online for similar kind of Digital Marketing Web Designing jobs....,Chennai
Field Sales Executive,Lablink,Diploma,"Educational Background:Diploma in Instrumentation/Mechanical, B.Sc - Chemistry.Looking for Sales Executive with Diploma/B.E. in instrumenta...",Delhi
Content Writer,Vishwas Group Of Companies,BA,Register with Teamlease to apply online for similar kind of Content Writer jobs....,Ahmedabad
Medical Academic Writer PA,Guires solutions Pvt Ltd,MBA/PGDM,Register with Teamlease to apply online for similar kind of Medical Academic Writer PA jobs....,Chennai
INDUSTRIAL FITTER,MADAN AND CHAITANYA MINERALS AND CHEMICALS,10th Pass (SSC),Register with Teamlease to apply online for similar kind of INDUSTRIAL FITTER jobs....,Mumbai
Sr. Business Analyst,Winaxistechnologies,BE/B.Tech,"Business Analyst Jobs in Winaxistechnologies - Pune. WinAxis Technologies
is currently seeking a Sr. Business Analyst to assist in implemen...",Pune
Content Writer,Liveblack,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Content Writer jobs....,Ahmedabad
Content Development Specialist,QServe IT Solutions,BA,Register with Teamlease to apply online for similar kind of Content Development Specialist jobs....,Chennai
Pharma Sales executive,Affordplan,Any Graduate,Role & Responsibilities:Counseling the patients for Affordplan.Build a strong relationship with them• Sale of Afford plans to pa...,Pune
Social Media Specialist Account Manager,Deepsense Digital Solutions Pvt ltd,BA,Register with Teamlease to apply online for similar kind of Social Media Specialist Account Manager jobs....,Chennai
EA to MD,Ignited Heads,BA,Register with Teamlease to apply online for similar kind of EA to MD jobs....,Ahmedabad
Social Media Marketing Lead,Zero Gravity Photography,BA,Register with Teamlease to apply online for similar kind of Social Media Marketing Lead jobs....,Chennai
Analyst-Finance,JLL,B.Com,"Finance and Accounting Role :Accounts Payable :Keeping track of all payments and expenditures, including payroll, purchase orders, invoices...",Gurgaon
Content Writer,ATZ,BSc,Register with Teamlease to apply online for similar kind of Content Writer jobs....,Pune
Food Delivery Boy And Rider And Biker,Zomato Media Private Limited,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Food Delivery Boy And Rider And Biker jobs....,Chennai
Assembly Fitter,DJOBS HR Services,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Assembly Fitter jobs....,Mumbai
Content Writer Features Editor,FreeElective,BSc,Register with Teamlease to apply online for similar kind of Content Writer Features Editor jobs....,Chennai
BPO Executive,Recruitpatch Private Limited,10th Pass (SSC),Register with Teamlease to apply online for similar kind of BPO Executive jobs....,Delhi
Marketing Executive,R. K. ENTERPRISES,10th Pass (SSC),K. ENTERPRISES - Kolkata. Candidate have to sale products in market and do marketing.Candidate have to make relationship with dealers and D...,Kolkata
Content Writer Hindi,Koinex.in,BSc,in. Register with Teamlease to apply online for similar kind of Content Writer Hindi jobs....,Bangalore
Computer Coordinator,Sahyog Jobs Consultancy,BA,Register with Teamlease to apply online for similar kind of Computer Coordinator jobs....,Delhi
Content Writer and Editor,Daily Techno Trends,BSc,Register with Teamlease to apply online for similar kind of Content Writer and Editor jobs....,Ahmedabad
Executive,Keshav placement & services,BA,Register with Teamlease to apply online for similar kind of Executive jobs....,Delhi
Business development executive,Ziatech solutions,BA,Register with Teamlease to apply online for similar kind of Business development executive jobs....,Kolkata
Digital Strategist And Brand Visionary,CDTECH INNOVATIONS PVT LTD,BA,Register with Teamlease to apply online for similar kind of Digital Strategist And Brand Visionary jobs....,Chennai
Assembly Fitter,O S Consultancy,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Assembly Fitter jobs....,Mumbai
Academic coordinator,Ziatech solutions,BA,Register with Teamlease to apply online for similar kind of Academic coordinator jobs....,Kolkata
Content Writer In Digital Marketing Company,Businez Avenuez Consultancy,BA,Register with Teamlease to apply online for similar kind of Content Writer In Digital Marketing Company jobs....,Chennai
Assistant,KUMON,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Assistant jobs....,Bangalore
Content Writer,Govche India Pvt Ltd,BE/B.Tech,Register with Teamlease to apply online for similar kind of Content Writer jobs....,Chennai
Content Writer Editor,CapitalZone,BA,Register with Teamlease to apply online for similar kind of Content Writer Editor jobs....,Chennai
Front Office Coordinator,Ziatech solutions,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Front Office Coordinator jobs....,Kolkata
Document Collection,Upian Network Private Limited,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Document Collection jobs....,Delhi
Guest Relations Manager,Tower Pride Hotel,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Guest Relations Manager jobs....,Kolkata
Front Office Executive cum Telecaller,Webapps Solutions Private Limited,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Front Office Executive cum Telecaller jobs....,Kolkata
Female Assistant Cum Back Office Executive,Ziatech Solutions,BA,Register with Teamlease to apply online for similar kind of Female Assistant Cum Back Office Executive jobs....,Kolkata
Network Engineer,HR Inc,BE/B.Tech,We have a leading client company who is looking for a Network Engineer in Chennai location. The candidate will be responsible for hand...,Chennai
Sales Executive,Montac lifestyle,BA,Register with Teamlease to apply online for similar kind of Sales Executive jobs....,Pune
Content Writer,CIMS Hospital,BA,Register with Teamlease to apply online for similar kind of Content Writer jobs....,Ahmedabad
Tele Property Advisor,PS Group of companies,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Tele Property Advisor jobs....,Kolkata
Customer Relationship executive,Let C Go,Diploma,"Customer Relationship executive 
Job Type: Full-timeSalary: ₹10,000.00 to ₹12,000.00 /month
Responsibilities and
Duties
&nbsp...",Bhubaneswar
Back Office Cum Front Office,SV placement,BA,Register with Teamlease to apply online for similar kind of Back Office Cum Front Office jobs....,Kolkata
Technical Content Writer,Nividous,BA,Register with Teamlease to apply online for similar kind of Technical Content Writer jobs....,Ahmedabad
Accounting executive,PRADEV MANPOWER,LLM,"Dear Jobseekers,Golden opportunities for Fresher/experience in Accounts and admin.Jobseekers ready for your Dream Job get connected soon .....",Pondicherry
Accounts Executive,MG Builder & Developers Pvt Ltd,B.Com,"Job DESCRIPTION:-
We are looking for an ambitious Accounts
Executive to provide support to the financial department
by mana...",Lucknow
Female Executive Assistant Cum Office Coordinator,Associated Resource Company,BA,Register with Teamlease to apply online for similar kind of Female Executive Assistant Cum Office Coordinator jobs....,Kolkata
Sales Support Executive,Informa,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Sales Support Executive jobs....,Delhi
Digital Marketing Executive,Covalense technologies pvt ltd,MBA/PGDM,Register with Teamlease to apply online for similar kind of Digital Marketing Executive jobs....,Bangalore
Marketing Executive,Sapco Technologies,Any Graduate,"Job Duties:Starting from a small company in 2017, we now have offices based in Kolkata and London and have done several projects with our 6...",Kolkata
Tele Sales Executive,Demon Recruitment & Resourcing,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Tele Sales Executive jobs....,Noida
Content Writer,Media Corridors,Any Post Graduate,"Creating concise, eye-catching, and innovative headlines and body copyResearching and organizing facts and sourcesInterviewing sourcesConsi...",Delhi
Content Writer,Super 20 Training Institute,BA,Register with Teamlease to apply online for similar kind of Content Writer jobs....,Ahmedabad
Office Administrator,WEBSOLZ,BA,Register with Teamlease to apply online for similar kind of Office Administrator jobs....,Kolkata
Reservation Sales Associate,Career Marshal,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Reservation Sales Associate jobs....,Delhi
Receptionist,Catalyst Consulting Services,BA,Register with Teamlease to apply online for similar kind of Receptionist jobs....,Kolkata
Sales Executive,63Ideas Info labs Private Limited,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Sales Executive jobs....,Delhi
Receptionist Front office Executive,Fab-One Solutions,BA,Register with Teamlease to apply online for similar kind of Receptionist Front office Executive jobs....,Kolkata
Sales executive,MB Group,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Sales executive jobs....,Delhi
Process Associate,TransGNX,B.Arch,"Dear Aspirants,Greetings from TransGNX HR Solutions,'Openings for INTERNATIONAL VOICE PROCESS in a reputed bank(Only Male)UAE Cal...",Chennai
Admin Front Office Executive,123 Consultants,Diploma,Register with Teamlease to apply online for similar kind of Admin Front Office Executive jobs....,Kolkata
Tele Counselor,SUCCESS FORUM,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Tele Counselor jobs....,Mumbai
Receptionist,Placement point & management service,BA,Register with Teamlease to apply online for similar kind of Receptionist jobs....,Kolkata
Telecaller,BANK STREET,Diploma,JOB OPPORTUNITYWANTED TAMIL AND ENGLISH TELE CALLERSGood communication skillQualification : 10 to Graduates/Non-Graduates can apply. O...,Chennai
Fitter,Antony Lara Environs Solutions Pvt. Ltd.,Certificate Course (ITI),Ltd.. Register with Teamlease to apply online for similar kind of Fitter jobs....,Mumbai
Operations Manager,USP Studio,Any Graduate,Urgently looking for female office back end operations manger. The candidate must have good knowledge in making power point presentati...,Chandigarh
Faculty Front Office Management,NIPS Hotel Management,BA,Register with Teamlease to apply online for similar kind of Faculty Front Office Management jobs....,Kolkata
Executive,Hare Rama Spices,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Executive jobs....,Delhi
Receptionist cum Office Assistant,Right Training and Placement Solutions,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Receptionist cum Office Assistant jobs....,Kolkata
Sr.Sales Manager,Property xpo,BBA/BBM,"Sales Manager Jobs in Property xpo - Delhi,Faridabad,Gurgaon. We are hiring on urgent Basis Sr.Sales Manager Who have experience into Real e...",Delhi
Customer Care Executive,M V Packaging,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Customer Care Executive jobs....,Bangalore
Front Office Counselor,Celcom Technologies Private Limited,BA,Register with Teamlease to apply online for similar kind of Front Office Counselor jobs....,Kolkata
Content Writer,Phoenix Enterprises Nexus India Pvt Ltd,BA,Register with Teamlease to apply online for similar kind of Content Writer jobs....,Ahmedabad
Assistant Professors History,University of Calicut,M Phil / Ph.D,"Assistant Professors
  job recruitment in University of
Calicut on contract basis
Subject & No. of Vacancies
Afsal-Ul-Ulama...",Kozhikode
Field Sales Executive,Keya it research pvt ltd,B.Com,"Sales(Product base) + Field
experience Must have 1+yr experience in salesJob DescriptionShould have field sales experienceExcellent co...",Delhi
Back Office Executive,Ripples Advisory PVT.LTD,Certificate Course (ITI),LTD - Indore. Establish contact with clients via telephone calls. Understanding and evaluating customer needs. Presenting the prod...,Indore
Telemarketing Executive,Rexavior Communications Pvt. Ltd.,BA,Ltd.. Register with Teamlease to apply online for similar kind of Telemarketing Executive jobs....,Delhi
Receptionist cum Sales stuff,Healing Point,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Receptionist cum Sales stuff jobs....,Kolkata
SALES MANAGER,SHOURYA CONSULTANTS,Any Graduate,YOU HAVE TO RECRUIT AGENTS FOR COMPANY TO MAKE YOUR TEAM FOR SALES PURPOSE.TRAIN THEM WITH THE HELP OF TRAINER OF COMPANY.PERFORM BUSINESS ...,Delhi
Content Writer,LeoPedia Web Solutions,BA,Register with Teamlease to apply online for similar kind of Content Writer jobs....,Ahmedabad
Telemarketing Executives,manabadi,BA,Register with Teamlease to apply online for similar kind of Telemarketing Executives jobs....,Mumbai
Counselor,Cognizance A unit of Sky Group,BA,Register with Teamlease to apply online for similar kind of Counselor jobs....,Kolkata
Banking Financial advisor,Banking & Financial services,12th Pass (HSE),This job opportunity is for fresher's candidates.Here we shall give you training for 6 days to prepare for your exam.After passing the exam...,Kharagpur
Content Curation And Management,Khidki Software Private Limited,BA,5 years of experience via Khidki Software Private Limited. Register with Teamlease to apply online for similar kind of Content Curation And ...,Ahmedabad
Telecaller,Vvrs chi fund tamilnadu pvt ltd,10th Pass (SSC),"Advises present or prospective customers by answering incoming calls on a rotating basis; operating telephone equipment, automatic dialing ...",Tiruppur
Health Counselor,Apollo Hospitals,B.Pharm,Register with Teamlease to apply online for similar kind of Health Counselor jobs....,Chennai
Front Office cum Admin Executive,Genius Consultants Ltd,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Front Office cum Admin Executive jobs....,Kolkata
Delivery Boys,Mob And Lap Pvt. Ltd,10th Pass (SSC),Ltd. Register with Teamlease to apply online for similar kind of Delivery Boys jobs....,Bangalore
Content Writer,Acute Informatics Pvt. Ltd,BA,5 years of experience via Acute Informatics Pvt. Ltd. Register with Teamlease to apply online for similar kind of Content Writer jobs....,Ahmedabad
Front Office Executive,Fabone Solutions,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Front Office Executive jobs....,Kolkata
Hindi Telecaller,ChaudharyLifeSpace,10th Pass (SSC),"Tech LifeSpace Future SolutionsWe are HIRING for a Hindi Telecaller.Shift Timings-  9am-6pm ( 6 Days working)Salary- Rs.6000-10,000 pe...",Kanpur
Front desk Executive,Bright Stars Placements,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Front desk Executive jobs....,Kolkata
Vendor Development,Senor Metals Pvt. Ltd.,Diploma,Ltd. - Jamnagar. Vendor Development - JamnagarEducation : Diploma MechanicalExperience : 1-2 year preferably in Brass Industry or Component...,Jamnagar
Data Entry Operator,ChaudharyLifeSpace,10th Pass (SSC),Tech Life Space Future SolutionsWe are HIRING for Data Entry Specialists to update and maintain information on our company databases and co...,Kanpur
Front Office Executive,Disha Outsourcing Pvt. Ltd,12th Pass (HSE),Ltd. Register with Teamlease to apply online for similar kind of Front Office Executive jobs....,Kolkata
ITI - Fitter,Senor Metals Pvt. Ltd.,Certificate Course (ITI),Ltd. - Jamnagar. ITI - FitterEducation : ITI - FitterExperience : 1 - 3 Years (Maintenance work)Responsibility : Maintenance work and Preve...,Jamnagar
Telecaller cum Back Office Assistant,123 Consultants,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Telecaller cum Back Office Assistant jobs....,Kolkata
Executive,Recruitpatch Private Limited,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Executive jobs....,Delhi
Food Delivery Boys,M V Supermarket,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Food Delivery Boys jobs....,Hyderabad
Marketing Engineer - Precision Components,Senor Metals Pvt. Ltd.,Diploma,Ltd. - Ahmedabad. Marketing Engineer - Precision Components - Ahmedabad (Prahladnagar Satellite)Education : Diploma / BE (Mechanical)Experi...,Ahmedabad
Receptionist,Techno manpower services,Other Graduate,"Job Duties:Welcomes visitors by greeting them, in person or on the telephone; answering or referring inquiries.Directs visitors by maintain...",Pune
Sales Executive - Welding Consumables,Senor Metals Pvt. Ltd.,Any Graduate,Ltd. - Jamnagar. Sales Executive - Welding ConsumablesEducation : Any GraduationExperience : Fresher / 1 to 2 years.Responsibility.: sellin...,Jamnagar
Content Writer,Quarec Resources Pvt.Ltd.,BA,Ltd.. Register with Teamlease to apply online for similar kind of Content Writer jobs....,Ahmedabad
Quality Control Engineer - Precision Components,Senor Metals Pvt. Ltd.,Certificate Course (ITI),Ltd. - Jamnagar. Quality Control Engineer - Precision ComponentsEducation : ITI / Diploma Mechanical / BE (Mechanical)Experience : 2-3&nbsp...,Jamnagar
Content Writer,Multicodes Services PVT. LTD.,BA,LTD.. Register with Teamlease to apply online for similar kind of Content Writer jobs....,Ahmedabad
Content writer intern,OTFCoder,BA,Register with Teamlease to apply online for similar kind of Content writer intern jobs....,Ahmedabad
